Product Name,Launch Date,# of Cores,Max Turbo Frequency,Processor Base Frequency,Cache,TDP,Processor Graphics ‡,Price
"Intel® Xeon® Processor E5345 (8M Cache, 2.33 GHz, 1333 MHz FSB)",Q1'07,4,,2.33 GHz,8 MB L2 Cache,80 W,,
"Intel® Xeon® Processor E5335 (8M Cache, 2.00 GHz, 1333 MHz FSB)",Q1'07,4,,2.00 GHz,8 MB L2 Cache,80 W,,
"Intel® Xeon® Processor LV 1.66 GHz, 2M Cache, 667 MHz FSB",Q1'06,2,,1.66 GHz,2 MB L2 Cache,31 W,,
"Intel® Xeon® Processor ULV 1.66 GHz, 2M Cache, 667 MHz FSB",Q1'06,2,,1.66 GHz,2 MB L2 Cache,15 W,,
"Intel® Xeon® Processor 5130 (4M Cache, 2.00 GHz, 1333 MHz FSB)",Q2'06,2,,2.00 GHz,4 MB L2 Cache,65 W,,
"Intel® Xeon® Processor 5140 (4M Cache, 2.33 GHz, 1333 MHz FSB)",Q2'06,2,,2.33 GHz,4 MB L2 Cache,65 W,,
"Intel® Xeon® Processor LV 5148 (4M Cache, 2.33 GHz, 1333 MHz FSB)",Q2'06,2,,2.33 GHz,4 MB L2 Cache,40 W,,
"Intel® Xeon® Processor LV 2.00 GHz, 2M Cache, 667 MHz FSB",Q1'06,2,,2.00 GHz,2 MB L2 Cache,31 W,,
"64-bit Intel® Xeon® Processor LV 2.80 GHz, 1M Cache, 800 MHz FSB",Q2'04,1,,2.80 GHz,1 MB L2 Cache,55 W,,
"64-bit Intel® Xeon® Processor 3.20 GHz, 1M Cache, 800 MHz FSB",Q2'04,1,,3.20 GHz,1 MB L2 Cache,103 W,,
"64-bit Intel® Xeon® Processor 3.00 GHz, 1M Cache, 800 MHz FSB",,1,,3.00 GHz,1 MB L2 Cache,103 W,,
"Intel® Pentium® III Xeon® Processor 667 MHz, 256K Cache, 133 MHz FSB",,1,,667 MHz,256 KB L2 Cache,21.3 W,,
"Intel® Pentium® III Xeon® Processor 733 MHz, 256K Cache, 133 MHz FSB",,1,,733 MHz,256 KB L2 Cache,23.3 W,,
"Intel® Pentium® III Xeon® Processor 800 MHz, 256K Cache, 133 MHz FSB",,1,,800 MHz,256 KB L2 Cache,25.4 W,,
"Intel® Pentium® III Xeon® Processor 866 MHz, 256K Cache, 133 MHz FSB",,1,,866 MHz,256 KB L2 Cache,27.4 W,,
"Intel® Xeon® Processor 3.06 GHz, 1M Cache, 533 MHz FSB",,1,,3.06 GHz,1 MB L2 Cache,87 W,,
"Intel® Xeon® Processor 3.20 GHz, 1M Cache, 533 MHz FSB",,1,,3.20 GHz,1 MB L2 Cache,92 W,,
"Intel® Pentium® III Xeon® Processor 1.00 GHz, 256K Cache, 133 MHz FSB",,1,,1.00 GHz,256 KB L2 Cache,30.8 W,,
"Intel® Pentium® III Xeon® Processor 600 MHz, 256K Cache, 133 MHz FSB",,1,,600 MHz,256 KB L2 Cache,19.2 W,,
"Intel® Xeon® Processor 2.40 GHz, 512K Cache, 400 MHz FSB",,1,,2.40 GHz,512 KB L2 Cache,65 W,,
"Intel® Xeon® Processor 2.60 GHz, 512K Cache, 400 MHz FSB",,1,,2.60 GHz,512 KB L2 Cache,60 W,,
"Intel® Xeon® Processor 2.80 GHz, 512K Cache, 400 MHz FSB",,1,,2.80 GHz,512 KB L2 Cache,74 W,,
"Intel® Xeon® Processor 3.00 GHz, 512K Cache, 400 MHz FSB",,1,,3.00 GHz,512 KB L2 Cache,85 W,,
"64-bit Intel® Xeon® Processor 3.40 GHz, 1M Cache, 800 MHz FSB",,1,,3.40 GHz,1 MB L2 Cache,103 W,,
"64-bit Intel® Xeon® Processor 3.60 GHz, 1M Cache, 800 MHz FSB",,1,,3.60 GHz,1 MB L2 Cache,103 W,,
"64-bit Intel® Xeon® Processor 3.00D GHz, 1M Cache, 800 MHz FSB",,1,,3.00 GHz,1 MB L2 Cache,103 W,,
"Intel® Xeon® Processor 1.80 GHz, 512K Cache, 400 MHz FSB",,1,,1.80 GHz,512 KB L2 Cache,55 W,,
"Intel® Xeon® Processor 2.00 GHz, 512K Cache, 400 MHz FSB",,1,,2.00 GHz,512 KB L2 Cache,58 W,,
"Intel® Xeon® Processor 2.20 GHz, 512K Cache, 400 MHz FSB",,1,,2.20 GHz,512 KB L2 Cache,61 W,,
"64-bit Intel® Xeon® Processor 2.80 GHz, 1M Cache, 800 MHz FSB",,1,,2.80 GHz,1 MB L2 Cache,103 W,,
"64-bit Intel® Xeon® Processor 2.80D GHz, 1M Cache, 800 MHz FSB",,1,,2.80 GHz,1 MB L2 Cache,103 W,,
"Intel® Xeon® Processor E5-2430 (15M Cache, 2.20 GHz, 7.20 GT/s Intel® QPI)",Q2'12,6,2.70 GHz,2.20 GHz,15 MB Intel® Smart Cache,95 W,,
"Intel® Xeon® Processor E5-2448L (20M, 1.8 GHz, 8.0 GT/s Intel® QPI)",Q2'12,8,2.10 GHz,1.80 GHz,20 MB Intel® Smart Cache,70 W,,
"Intel® Xeon® Processor E5-2428L (15M, 1.8 GHz, 7.2 GT/s Intel® QPI)",Q2'12,6,2.00 GHz,1.80 GHz,15 MB Intel® Smart Cache,60 W,,
"Intel® Xeon® Processor E5-2418L (10M, 2.0 GHz, 6.4 GT/s Intel® QPI)",Q2'12,4,2.10 GHz,2.00 GHz,10 MB Intel® Smart Cache,50 W,,
"Intel® Xeon® Processor E5-2620 (15M Cache, 2.00 GHz, 7.20 GT/s Intel® QPI)",Q1'12,6,2.50 GHz,2.00 GHz,15 MB Intel® Smart Cache,95 W,,
"Intel® Xeon® Processor E5-2648L (20M, 1.80 GHz, 8.0 GT/s Intel® QPI)",Q1'12,8,2.10 GHz,1.80 GHz,20 MB Intel® Smart Cache,70 W,,
"Intel® Xeon® Processor E5-2658 (20M, 2.10 GHz, 8.0 GT/s Intel® QPI)",Q1'12,8,2.40 GHz,2.10 GHz,20 MB Intel® Smart Cache,95 W,,
"Intel® Xeon® Processor E3-1125C (8M Cache, 2.00 GHz)",Q2'12,4,,2.00 GHz,8 MB L3 Cache,40 W,,
"Intel® Xeon® Processor E3-1105C (6M Cache, 1.00 GHz)",Q2'12,4,,1.00 GHz,6 MB L3 Cache,25 W,,
"Intel® Xeon® Processor E3-1225 (6M Cache, 3.10 GHz)",Q2'11,4,3.40 GHz,3.10 GHz,6 MB Intel® Smart Cache,95 W,,
"Intel® Xeon® Processor E3-1275 (8M Cache, 3.40 GHz)",Q2'11,4,3.80 GHz,3.40 GHz,8 MB Intel® Smart Cache,95 W,,
